rxn_smiles,correct_top1,correct_top3,correct_top5
Cn1ncc(Cl)c1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCC(N)=O>>CC(C)=O.Cn1ncc(Cl)c1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1O.NC(=O)CBr.O=C([O-])[O-].[K+].[K+],False,False,False
CC(C)Cc1ccc(COc2ccc3c(c2)cc2n3CCC2CC(=O)OC(C)(C)C)cc1C(F)(F)F>>CC(C)(C)OC(=O)CC1CCn2c1cc1cc(O)ccc12.CC(C)Cc1ccc(CCl)cc1C(F)(F)F.CN(C)C=O.O=C([O-])[O-].[Cs+].[Cs+],True,True,True
CCc1nc2c(OC(F)F)ccc(C(=O)Nc3c(CC)cnn3C)c2o1>>CCc1cnn(C)c1N.CCc1nc2c(OC(F)F)ccc(C(=O)Oc3ccc([N+](=O)[O-])cc3)c2o1,False,False,False
C=CCOC(=O)N1CC(OS(C)(=O)=O)CC1(C)N1CCN(C)CC1=O>>C=CCOC(=O)N1CC(OS(C)(=O)=O)CC1(C)N1CCNCC1=O.CCN(C(C)C)C(C)C.CI.ClCCl,False,False,False
Cc1ccc2c(c1)c1c(n2CCc2cncc(F)c2)CCN(C)C1>>C=Cc1cncc(F)c1.CN1CCCC1=O.Cc1ccc2[nH]c3c(c2c1)CN(C)CC3.[K+].[OH-],True,True,True
O=C(O)c1nc(C(=O)c2cccs2)c2sccc2n1>>CCOC(=O)c1nc(C(=O)c2cccs2)c2sccc2n1.CO.O,False,False,False
C=Cc1ccc(C#N)cc1C>>C=C[Sn](CCCC)(CCCC)CCCC.Cc1cc(C#N)ccc1Br.Cc1ccccc1.c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,False,False,False
OCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1>>C1COCCO1.CCN(C(C)C)C(C)C.O.OCCCBr.c1ccc(C(c2ccccc2)N2CCNCC2)cc1,False,False,False
COC(=O)C(CCSC)NC(=O)C1(NC(=O)c2cc3ccccc3s2)CCCCC1>>CCN(C(C)C)C(C)C.COC(=O)C(N)CCSC.Cc1ccccc1.Cl.O=C1OC(c2cc3ccccc3s2)=NC12CCCCC2,False,False,False
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)Cn1nnc2ccccc21>>CC(C)(C)OC(=O)NC(Cc1ccccc1)C1CO1.c1ccc2[nH]nnc2c1,True,True,True
c1cc(OCC2CO2)c2ccnn2c1>>CN(C)C=O.Cc1ccc(S(=O)(=O)OCC2CO2)cc1.O.Oc1cccn2nccc12.[Cl-].[H-].[NH4+].[Na+],False,False,False
OCCNCCc1cccc2cc[nH]c12>>CCO.CCOC(C)=O.CS(=O)(=O)OCCc1cccc2cc[nH]c12.NCCO,False,False,False
Cc1oc(-c2ccccc2)nc1CCOc1ccc(N)cn1>>C.CCOC(C)=O.Cc1oc(-c2ccccc2)nc1CCOc1ccc([N+](=O)[O-])cn1.[Pd],False,False,False
COc1cccc2c1C(C)(CC#N)C(=O)N2C>>CCO.CC[O-].COc1cccc2c1C(C)C(=O)N2C.N#CCI.[Na+],False,False,False
Cc1ccc(-n2ncc3cc(N)ccc32)nc1>>CCO.Cc1ccc(-n2cc3cc([N+](=O)[O-])ccc3n2)nc1.Cc1ccc(-n2ncc3cc([N+](=O)[O-])ccc32)nc1,False,False,False
COC1=NCCN(C(=O)OC(C)(C)C)CC1>>CC(C)(C)OC(=O)N1CCNC(=O)CC1.C[O+](C)C.ClCCl.F[B-](F)(F)F,False,True,True
COc1ccc(Oc2ccc(Cl)cc2C=O)cc1>>CC(=O)N(C)C.COc1ccc(O)cc1.ClCCl.O.O=C([O-])[O-].O=Cc1cc(Cl)ccc1F.[Na+].[Na+],False,False,False
Ic1cncnc1Oc1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1>>CS(C)=O.Cl.Clc1ncncc1I.O.O=C([O-])[O-].Oc1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cc1.[Cs+].[Cs+],False,False,False
Cn1c2sc(C(=O)O)cc2c2cccc(Cl)c21>>COC(=O)c1cc2c3cccc(Cl)c3n(C)c2s1.[K+].[OH-],False,False,False
Cc1c(C)n(CCOC2CCCCO2)c2ccc(C(=O)O)cc12>>BrCCOC1CCCCO1.COC(=O)c1cccc2[nH]ccc12.Cc1[nH]c2ccc(C(=O)[O-])cc2c1C,False,False,False
CC(C)=Cc1ccc(CN)s1>>C1CCOC1.CC(C)=Cc1ccc(C#N)s1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-],False,False,False
COc1cccc(-c2c(C)c(C#N)c3nc(C(C)(C)C)oc3c2N2CCC(N(C)C)C2)c1>>CC(=O)[O-].CC(=O)[O-].CC(C)(C)[O-].CN(C)C1CCNC1.COc1cccc(-c2c(C)c(C#N)c3nc(C(C)(C)C)oc3c2Br)c1.Cc1ccccc1.O.O=C([O-])O.[Na+].[Na+].[Pd+2],False,False,False
COC(=O)C1(OC)CC(C)C(=O)C(C(=O)c2ccc(C(F)(F)F)nc2C)=C1O>>CC#N.CCN(CC)CC.COC(=O)C1(OC)CC(C)C(=O)C=C1O.Cc1nc(C(F)(F)F)ccc1C(=O)Cl.N#C[K],False,False,False
Nc1nc(Nc2ccc(Oc3ccnc4[nH]ccc34)cc2F)cc(-c2ccncc2)n1>>Cl.Nc1ccc(Oc2ccnc3[nH]ccc23)cc1F.Nc1nc(Cl)cc(-c2ccncc2)n1.O.O=C([O-])O.[Na+],False,True,True
Clc1cc(Cl)cc(Cn2ccnc2COCc2ccccc2)c1>>BrCc1ccccc1.CCOC(C)=O.CN(C)C=O.OCc1nccn1Cc1cc(Cl)cc(Cl)c1.[H-].[Na+],False,False,False
COC(=O)Nc1ccc(OCc2nc3ccccc3o2)cc1C>>BrCc1nc2ccccc2o1.CN(C)C=O.COC(=O)Nc1ccc(O)cc1C.[Cl-].[H-].[NH4+].[Na+],False,True,True
NC1COCCn2c1nc(-c1ccncn1)cc2=O>>N.O=c1cc(-c2ccncn2)nc2n1CCOCC2Br,False,False,False
CN1CC(n2nccc2-c2cc(C(F)(F)F)ccc2O)C1>>C=O.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CO.ClCCl.Oc1ccc(C(F)(F)F)cc1-c1ccnn1C1CNC1.[Na+],False,False,False
O=C1CCCN1c1ccc(O)c(Cc2ccccc2)c1>>COCOc1ccc(N2CCCC2=O)cc1Cc1ccccc1.O=C(O)C(F)(F)F,False,False,False
O=c1[nH]c(CCNCc2ccc3cc(OCCCc4ccccc4)ccc3c2)no1>>C1COCCO1.CC(C)(C)OC(=O)N(CCc1noc(=O)[nH]1)Cc1ccc2cc(OCCCc3ccccc3)ccc2c1.Cl,False,False,False
CC(O)Cn1ccc2ccc3ncccc3c21>>CC1CO1.c1cnc2ccc3cc[nH]c3c2c1,True,True,True
C#CC(=O)OCC=C(C)C>>C#CC(=O)O.CC(C)=CCBr.CC(C)=O.O=C([O-])[O-].[K+].[K+],False,False,False
CC(=O)c1ccc(-c2ccccc2-c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)cc1>>CC(=O)c1ccc(B(O)O)cc1.CC(C)(c1cc(-c2cccc(-c3ccccc3Br)c2)c2ncccc2c1)S(C)(=O)=O.CCOC(C)=O,False,False,False
CCc1ccc(SCC=C(C)CCC=C(C)C)cc1>>CC(C)=CCCC(C)=CCBr.CCc1ccc(S)cc1.CO.[Na],False,False,False
CC(C)NCC(O)CCC(=O)O>>CC(C)N.COc1ccc(CCN)cc1OC.O=C(O)C(O)CCl.O=C(O)CCC(O)CCl,False,False,False
C#CC(C)(C)Oc1ccc(Br)cc1>>C#CC(C)(C)O.CCOC(=O)N=NC(=O)OCC.ClCCl.Oc1ccc(Br)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,False,False,False
CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1>>CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.CCN=C=NCCCN(C)C.CN(C)C=O.Cl.Nc1ccccc1C(=O)Nc1ccc(Cl)cn1,False,False,False
Cc1cc(CBr)cc2c1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)C2>>Br.Cc1cc(CN)cc2c1C(=O)N(Cc1ccc(OC(F)(F)F)cc1)C2.O.O=[N+]([O-])[O-].[Na+],False,False,False
O=Cc1ccc(OCCCCl)cc1Cl>>CC#N.ClCCCBr.O=C([O-])[O-].O=Cc1ccc(O)cc1Cl.[K+].[K+],False,False,True
Cc1cc(F)ccc1CCl>>Cc1cc(F)ccc1CO.ClCCl.O=S(Cl)Cl,True,True,True
C=CCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1>>C=CCBr.CS(=O)(=O)c1cccc(C2CCNCC2)c1,False,True,True
O=Cc1cccc(CCCc2ccc3ccc(Cl)cc3n2)c1>>C1CCOC1.CC(=O)O.CCOC(C)=O.Clc1ccc2ccc(CCCc3cccc(C4OCCO4)c3)nc2c1.O,False,False,False
Cn1c(C(=O)N2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-n3c(C4CC4)nc4ccccc43)nc21>>CC(C)(O)C1CCNCC1.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.ClCCl.Cn1c(C(=O)O)nc2c(N3CCOCC3)nc(-n3c(C4CC4)nc4ccccc43)nc21.F[P-](F)(F)(F)(F)F,False,False,False
N#CCc1cc(F)cc(Br)c1>>C1COCCO1.CCO.Fc1cc(Br)cc(CBr)c1.O.[C-]#N.[K+],False,False,False
NCc1nnc(-c2ncn3c2C2CCCN2C(=O)c2sccc2-3)o1>>CCO.CN.O=C1c2ccccc2C(=O)N1Cc1nnc(-c2ncn3c2C2CCCN2C(=O)c2sccc2-3)o1,True,True,True
COC(=O)c1cnc(CCO)cn1>>CO.COC(=O)c1cnc(CC=O)cn1.Cl.[BH4-].[Na+],False,False,False
Cc1cc(C#Cc2ccc(-c3ccc(Cl)cc3)cn2)ccc1OCCO>>C1COCCO1.Cc1cc(C#Cc2ccc(Br)cn2)ccc1OCCO.O=C([O-])O.OB(O)Oc1ccc(Cl)cc1.[Na+],False,False,False
COC(=O)C1CN(Cc2ccc(-c3nc4ccc(C5(c6ccc(O)cc6)CC5)nc4s3)c(F)c2)C1>>C1CCOC1.CCN(CC)CC.CO.COC(=O)C1CN(Cc2ccc(-c3nc4ccc(C5(c6ccc(OCc7ccccc7)cc6)CC5)nc4s3)c(F)c2)C1.ClCCl.O.[H][H].[Pd],False,False,False
CCOP(O)C1CCCO1>>CCO.CCOC(C)(OCC)P(=O)(OCC)C1CCCO1.C[Si](C)(C)Cl.ClCCl,False,False,False
Cc1[nH]c(C(=O)NC2CCNCC2C)c(C#N)c1Cl>>COC(=O)N1CCC(NC(=O)c2[nH]c(C)c(Cl)c2C#N)C(C)C1.NN.O.O.OCCO.[K+].[OH-],False,False,False
COc1cc(C(O)P(=O)(OC)OC)cc(OC)c1OC>>CO.COP(=O)([O-])OC.COc1cc(C=O)cc(OC)c1OC.C[O-].O=C(O)C(F)(F)F.[Na+],False,False,False
Cc1cccc(-c2c(-c3ccncc3)nc(NCC(C)(C)C(N)c3ccccc3)n(C)c2=O)c1.Cl>>CC(C)(CN)C(N)c1ccccc1.CCO.Cc1cccc(-c2c(-c3ccncc3)nc(Cl)n(C)c2=O)c1,False,False,False
CC1(C)CC(=C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)c(Cl)c2)CC(C)(C)C1>>C1CCOC1.CCO.CCOC(=O)C=Cc1ccc(C(=C2CC(C)(C)CC(C)(C)C2)c2ccc(O)c(Cl)c2)cc1.Cl.[Na+].[OH-],True,True,True
Cc1cc(Br)cnc1N1CCC(N(C)C)C1>>CCOC(C)=O.CN(C)C1CCNC1.Cc1cc(Br)cnc1Br.Cc1ccc(S(=O)(=O)O)cc1.O,False,False,False
CC(C)(C)OC(=O)N1CCC(c2cccc(C(=O)O)n2)CC1>>C1CCOC1.CCOC(=O)c1cccc(C2CCN(C(=O)OC(C)(C)C)CC2)n1.Cl.O.O.[Li+].[OH-],False,False,False
Nc1cc(Cl)ccc1COC1CCCCO1>>CCO.O=[N+]([O-])c1cc(Cl)ccc1COC1CCCCO1.[H][H],False,False,False
CSC(=NCCSCc1cc2ccc(CN(C)C)cc2o1)NC#N>>CC#N.CN(C)Cc1ccc2cc(CSCCN)oc2c1.CSC(=NC#N)SC,False,False,False
COc1ccc2c(c1)CCN(C(=O)C(F)(F)F)C2c1ccc(OCCN2CCCC2)cc1>>CN(C)C=O.COc1ccc2c(c1)CCN(C(=O)C(F)(F)F)C2c1ccc(O)cc1.Cl.ClCCN1CCCC1.O.[H-].[Na+],False,False,False
Cn1c(N(CCO)CCc2ccccc2)cc(=O)n(C)c1=O>>BrCCc1ccccc1.CC(C)O.CCN(CC)CC.CN(C)C=O.ClC(Cl)Cl.Cn1c(Cl)cc(=O)n(C)c1=O.NCCO,False,False,False
Nc1nc2ccc(Br)cc2n1-c1ccccn1>>CC(=O)N(C)C.Fc1ccccn1.Nc1nc2cc(Br)ccc2[nH]1.O.O=C([O-])[O-].[Br-].[Cs+].[Cs+],False,False,False
CCOC(=O)CC(=O)c1cc(I)ccc1F>>C1CCC2=NCCCN2CC1.C1CCOC1.CC#N.CCOC(=O)CC(=O)[O-].C[Si](C)(C)Cl.O=C(O)c1cc(I)ccc1F.O=C(c1ncc[nH]1)c1ncc[nH]1.[K+],False,False,False
Cc1n[nH]cc1-c1ccc2nccc(-c3ccc(O)cc3)c2c1>>C1CCOC1.CCOC(C)=O.CO.Cc1nn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1-c1ccc2nccc(-c3ccc(O)cc3)c2c1.Cl.O.O=C([O-])O.[Na+].[Na+].[OH-],False,False,False
CCCCCCCCCCC(CCCCCCCC)CC(=O)OC>>C1CCOC1.CC(Br)Br.CCCCCCCCCCC(CBr)CCCCCCCC.COC(=O)OC.[Mg],False,False,False
CNC(=O)c1cccc(O)c1>>CN.CO.COC(=O)c1cccc(O)c1,False,False,False
O=C(OCc1ccccc1)N1CCC(F)(CO)CC1>>ClCCl.F.O=C(OCc1ccccc1)N1CCC2(CC1)CO2.O=C([O-])O.[Na+].c1ccncc1,False,False,False
CC(C)(C)OC(=O)N1CCC(N2CCN(C(=O)OCc3ccccc3)CC2)CC1>>CC(=O)O.CC(C)(C)OC(=O)N1CCC(=O)CC1.CO.O=C(OCc1ccccc1)N1CCNCC1,False,False,False
COc1cc([N+](=O)[O-])c(C)cc1Nc1cc(C(F)(F)F)nc(-c2cccnc2)n1>>COc1cc([N+](=O)[O-])c(C)cc1N.FC(F)(F)c1cc(Cl)nc(-c2cccnc2)n1,True,True,True
OC1CCN(CC23CC(c4ccccc42)c2ccc(Cl)cc23)CC1>>CCOCC.O=C(N1CCC(O)CC1)C12CC(c3ccccc31)c1ccc(Cl)cc12.[Al+3].[H-].[H-].[H-].[H-].[Li+],False,False,False
CCCC[Sn](CCCC)(CCCC)c1sc(C)nc1-c1ccccc1>>C1CCOC1.CCCC[Sn](Cl)(CCCC)CCCC.Cc1nc(-c2ccccc2)cs1.[Li]CCCC,True,True,True
CCC#Cc1ccc(F)cc1O>>CC(C)=O.CCC#Cc1ccc(F)cc1OCOC.Cl,False,False,False
Cc1cnc2c(c1)C(O)CCC2>>CO.Cc1cnc2c(c1)C(=O)CCC2.O.[BH4-].[Na+],False,True,True
OCCc1nccn1CCCc1cccc(O)c1>>C.OCCc1nccn1CCCc1cccc(OCc2ccccc2)c1.[Pd],False,False,False
Cc1sccc1Cc1ccc(F)cc1>>C[Mg+].Fc1ccc(Cc2ccsc2I)cc1.[Br-],False,False,False
O=[N+]([O-])c1ccc(OCc2ccc3ccccc3n2)cc1>>CN(C)C=O.ClCc1ccc2ccccc2n1.O=[N+]([O-])c1ccc(O)cc1.[H-].[Na+],False,False,False
Cc1cc(-c2ccccc2)cc(N)c1N>>C.CCCCCC.CCOC(C)=O.Cc1cc(-c2ccccc2)cc([N+](=O)[O-])c1N.[Pd],False,False,False
OCCn1ncc2ccc3occc3c21>>C1CCOC1.CC(=O)OCCn1ncc2ccc3occc3c21.CO.O.O=S(=O)([O-])[O-].[Al+3].[H-].[H-].[H-].[H-].[Li+].[Mg+2].[Na+].[OH-],False,False,False
COC(=O)C=C(CC(C(=O)OC)C(=O)OC)OC>>COC(=O)C=C(CCl)OC.COC(=O)CC(=O)OC,False,False,False
CC1CNCC2NC(=O)OC12>>CO.COc1ccc(CN2CC(C)C3OC(=O)NC3C2)cc1.[H][H].[OH-].[OH-].[Pd+2],False,False,False
O=[N+]([O-])c1cccc(CCO)c1>>B.C1CCOC1.CO.O=C(O)Cc1cccc([N+](=O)[O-])c1,False,False,False
CCOC(=O)c1cn(C)c(-c2ccccc2)n1>>CCOC(=O)c1cnc(-c2ccccc2)[nH]1.CI.CN(C)C=O.O.[Cl-].[H-].[NH4+].[Na+],False,False,False
O=[N+]([O-])c1ccc(C2CC2)cc1NC1CCN(C2CCOCC2)CC1>>CCN(C(C)C)C(C)C.CN(C)C=O.Cl.Cl.NC1CCN(C2CCOCC2)CC1.O=[N+]([O-])c1ccc(C2CC2)cc1F,False,True,True
CCN(CCCCOc1ccc2c(-c3ccc(F)cc3)csc2c1)CCOC>>CCNCCOC.Fc1ccc(-c2csc3cc(OCCCCBr)ccc23)cc1,True,True,True
COCC(C)(C)CCCO>>B.C=CCC(C)(C)COC.CCCCCC.CCO.CSC.O.OO.[Na+].[OH-],False,False,False
CC(C)(C)OC(=O)N1CCC2(c3ccc(Cl)cc3)OC2C1>>CC(C)(C)OC(=O)N1CC=C(c2ccc(Cl)cc2)CC1.CCN(CC)CC.ClCCl.O=C(OO)c1cccc(Cl)c1,False,False,False
CCOC(=O)C(F)(CC)CN(Cc1ccccc1)C1CCCC1>>CCN(CC)S(F)(F)F.CCOC(=O)C(O)(CC)CN(Cc1ccccc1)C1CCCC1.ClCCl,False,False,False
CS(=O)(=O)c1ccc(Oc2cc(N)c([N+](=O)[O-])cc2Br)cc1>>CN(C)C=O.CS(=O)(=O)c1ccc(O)cc1.Nc1cc(F)c(Br)cc1[N+](=O)[O-].O.O=C([O-])[O-].[K+].[K+],False,False,False
CC(C)(C)OC(=O)N1CCC(C=Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)CC1>>CC(C)(C)OC(=O)N1CCC(C=O)CC1.Cc1ccc(S(=O)(=O)[O-])cc1.Nc1ccccc1C(=O)Nc1ccc(Cl)cn1.O.c1cc[nH+]cc1.c1ccccc1,False,False,False
CC(C)(Oc1ccc(NC(=O)Cc2ccccc2)cc1)C(=O)O>>C1CCOC1.CC(C)(Oc1ccc(N)cc1)C(=O)O.O.O=C(Cl)Cc1ccccc1.[Na+].[OH-],True,True,True
CCOC(C)OCC#CC(=O)c1ccc2c(c1)OCO2>>CCOC(C)OCC#CC(O)c1ccc2c(c1)OCO2.ClCCl,True,True,True
O=C1CCC(COc2cncc(Br)c2)N1>>C1CCOC1.O=C1CCC(CO)N1.Oc1cncc(Br)c1,False,False,False
O=C(Nc1ccc2cccnc2c1)c1ccc(Cl)nc1>>Nc1ccc2cccnc2c1.O=C(O)c1ccc(Cl)nc1,False,True,True
Cc1nnc(SCCCN2CCN(c3cc(C4CCC4)nc(C(C)(C)C)n3)CC2)s1.Cl>>CC(C)(C)c1nc(C2CCC2)cc(N2CCN(CCCCl)CC2)n1.Cc1nnc(S)s1.Cl,False,False,False
CC(C)(C)c1cc(CC(CC#N)NC(=O)OCc2ccccc2)ccc1OCc1ccccc1>>CC(C)(C)c1cc(CC(COS(C)(=O)=O)NC(=O)OCc2ccccc2)ccc1OCc1ccccc1.CS(C)=O.N#C[K].O,False,False,False
NCCOc1ccc(C(=C(c2ccc(F)cc2)C(F)(F)F)c2ccccc2)cc1>>CO.[N-]=[N+]=NCCOc1ccc(C(=C(c2ccc(F)cc2)C(F)(F)F)c2ccccc2)cc1,False,True,True
CCn1cc(C(=O)OC)c2ccccc21>>CCI.CN(C)C=O.COC(=O)c1c[nH]c2ccccc12.O.[H-].[Na+],False,False,True
CC(C)(C)c1ccc(C#C[Si](C)(C)C)c([N+](=O)[O-])c1>>C#C[Si](C)(C)C.CC(C)(C)c1ccc(OS(=O)(=O)C(F)(F)F)c([N+](=O)[O-])c1.CCN(CC)CC.CN(C)C=O.[I-],False,False,False
CCCCCc1cnc(-c2cc(F)c(-c3ccc(OC(F)(F)F)c(F)c3)c(F)c2)nc1>>C1CCOC1.CCCCCC.CCCCCc1cnc(-c2cc(F)cc(F)c2)nc1.Fc1cc(Br)ccc1OC(F)(F)F.O.[Cl-].[Cl-].[Li]CCCC.[Zn+2],False,False,False
CCOC(=O)N1c2cc(F)ccc2CS1(=O)=O>>CCOC(=O)Cl.O=S1(=O)Cc2ccc(F)cc2N1.c1ccncc1,False,True,True
NCCN(CCN(Cc1ccccc1O)Cc1ccccc1O)Cc1ccc(N)cc1>>CCO.NCCN(CCN(Cc1ccccc1O)Cc1ccccc1O)Cc1ccc([N+](=O)[O-])cc1,True,True,True
CN(C)CCOc1cc(N)c([N+](=O)[O-])cc1F>>CN(C)CCO.Nc1cc(F)c(F)cc1[N+](=O)[O-].[H-].[Na+].c1ccncc1,False,False,False
CC(O)CCCC1(C)CCCC2(CO1)OCCO2>>CC1(CCCC=O)CCCC2(CO1)OCCO2.[Li]C,False,False,False
CCCCCC(O)C=CC1CCC(=O)N1CCCCOCC(=O)OC>>B.CCCCCC(=O)C=CC1CCC(=O)N1CCCCOCC(=O)OC.CCCCCC(O)C=CC1CCC(=O)N1CCSCCCC(=O)O.CO.CSC.Cc1ccccc1.Cl,False,False,False
COc1cncc(Br)c1>>Brc1cncc(Br)c1.CN(C)C=O.C[O-].[Na+],True,True,True
CC(O)c1ccc(C(=O)OC(C)c2ccccc2)cc1>>B.C1CCOC1.CC(=O)c1ccc(C(=O)OC(C)c2ccccc2)cc1.CCO.ClCCl.[Na],False,False,False
COc1ccc(CCCCO)c(OC)c1>>CCO.COc1ccc(C#CCCO)c(OC)c1.[Pd],False,False,False
CN1CCN(C(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)CC1>>CN1CCNCC1.O=C(O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,True,True,True
Cc1c(Br)cccc1N1C(=O)Cc2ccccc2C1=O>>CC(=O)O.Cc1c(N)cccc1Br.O=C1Cc2ccccc2C(=O)O1,True,True,True
CC(=O)N1CCN(c2ccc(NC(=O)Cc3ccc(-c4ccnc(C)n4)c(C(F)(F)F)c3)nc2)CC1>>CC(=O)N1CCN(c2ccc(NC(=O)Cc3ccc(B4OC(C)(C)C(C)(C)O4)c(C(F)(F)F)c3)nc2)CC1.Cc1nccc(Cl)n1.O=P([O-])([O-])[O-].[K+].[K+].[K+],False,False,False
CCC(CO)N(CC(F)(F)F)c1ccc([N+](=O)[O-])cc1F>>CCC1COC(C(F)(F)F)N1c1ccc([N+](=O)[O-])cc1F.CO.ClC(Cl)Cl.O,False,False,False
